osm_id;osm_type;district;name;amenity;tourism;cuisine;opening_hours;website;lat;lon
76514684;node;Innere Stadt;Pizza Bizi;restaurant;;pizza;Mo-Su,PH 11:00-24:00;https://www.pizzabizi.at/;48.2096466;16.3736843
76515393;node;Innere Stadt;Korb;cafe;;;Mo-Sa 08:00-24:00;;;
76518712;node;Innere Stadt;Palmenhaus;restaurant;;breakfast;;;;
119371746;node;Innere Stadt;Salm Bräu;restaurant;;regional;;;;
249711654;node;Innere Stadt;Wiener Wiaz'haus;restaurant;;austrian;Mo-Fr 17:00-22:00;;;
249711655;node;Innere Stadt;TU Wien Mensa Freihaus;restaurant;;;Mo-Fr 08:00-14:00;https://www.mensen.at/standort/mensa-tu-wien/;48.198936;16.3674833
250601788;node;Innere Stadt;McDonald's;fast_food;;burger;Mo-Th 06:00-01:30, Fr 06:00-05:00, Sa 07:00-05:00, Su 07:00-01:30;;;
251361717;node;Innere Stadt;zum Kaiser Würstlstand;fast_food;;;Mo-Th 10:00-02:00;;;
267244783;node;Innere Stadt;Sing Your Song Karaoke;pub;;;Mo-Th 20:00-02:00;;;
267275362;node;Innere Stadt;Jazzclub ZWE;pub;;regional;;https://www.zwe.cc/;48.2162906;16.3748262
269208762;node;Innere Stadt;Restaurant SURA;restaurant;;korean;;;;
269208764;node;Innere Stadt;Cheng Chinese Cuisine;restaurant;;chinese;Mo-Fr 11:30-21:00;http://www.cheng.restaurant/;48.2071903;16.3741585
269208773;node;Innere Stadt;McDonald's;fast_food;;burger;Su-Th,PH 07:00-02:00, Fr,Sa 07:00-04:00;https://www.mcdonalds.at/1010-singerstrasse-4;48.207716;16.372115
269209053;node;Innere Stadt;Akakiko;fast_food;;japanese;Mo-Su 11:00-22:30;https://akakiko.at/;48.2076731;16.3723403
269209054;node;Innere Stadt;Aida;cafe;;coffee_shop;;;;
270066222;node;Innere Stadt;Vestibül;restaurant;;;;https://www.vestibuel.at/;48.2098341;16.3612146
277843035;node;Innere Stadt;Cafè Schrödinger;restaurant;;;Mo-Fr 09:00-16:00;;;
298347612;node;Innere Stadt;Kebap-Haus;restaurant;;turkish;;;48.1984179;16.3660632
298713610;node;Innere Stadt;Gösser Bierklinik;restaurant;;regional;Mo-Su 12:00-23:00;https://www.goesser-bierklinik.at/;48.2105229;16.3696039
306095249;node;Innere Stadt;Pointers;restaurant;;burger;;;;
309293364;node;Innere Stadt;Schikaneder;bar;;;Mo-We 17:00-01:00, Fr,Sa 17:00-04:00, Th 17:00-02:00, Su 17:00-24:00;https://www.schikaneder.at/;48.196612;16.3651253
310649397;node;Innere Stadt;Four Bells;pub;;irish;Mo-Su 16:00-24:00;https://www.fourbells.at/;48.1965758;16.3668127
316012422;node;Innere Stadt;Tachles;pub;;;Mo-We 16:00-23:00;;;
317767352;node;Innere Stadt;Cafe Stein;cafe;;;Mo-We 08:00-00:00;;;
317815743;node;Innere Stadt;Café Sperl;cafe;;coffee_shop;;;;
319734659;node;Innere Stadt;Café Central;cafe;attraction;german;Mo-Sa 08:00-21:00;;;
319735103;node;Innere Stadt;Café Hawelka;cafe;;;;https://www.hawelka.at/;48.2079556;16.3698053
321595780;node;Innere Stadt;Flanagans;pub;;;Su-Th 10:00-02:00;;;
323060577;node;Innere Stadt;Zum Friedensrichter;restaurant;;regional;Mo-Fr 15:00-23:00;;;
323060590;node;Innere Stadt;Zum Sieg;restaurant;;regional;Mo,Tu,Th,Fr 11:00-23:00;;;
329464821;node;Innere Stadt;Billardcafe Köö;cafe;;;Mo-Th 10:00-02:00;;;
333672130;node;Innere Stadt;Meierei im Stadtpark;restaurant;;breakfast;;;;
334390933;node;Innere Stadt;Bockshorn Irish Pub;pub;;;;https://www.bockshorn.at;48.2098841;16.3677
334634698;node;Innere Stadt;Toni's Café-Restaurant;restaurant;;regional;Mo-Su 08:00-24:00;http://toni-s.at;48.2130932;16.3726243
334634963;node;Innere Stadt;Fladerei Salzgries;restaurant;;fladen;;;;
334636027;node;Innere Stadt;Noa;restaurant;;;;https://www.noa.wien;48.2132357;16.3732171
334641013;node;Innere Stadt;Pickwicks;pub;;;Mo-Th 11:00-24:00;;;
335448900;node;Innere Stadt;Subway;fast_food;;sandwich;Mo-Fr 08:45-23:00;;;
335933214;node;Innere Stadt;Eatalico;restaurant;;italian;;;;
335937019;node;Innere Stadt;Contor;restaurant;;spanish;Mo-Su,PH 17:00-24:00;;48.2168765;16.3777554
338470657;node;Innere Stadt;Das GEHSTEIG;pub;;;Mo-Th 17:00-01:00;;;
338470662;node;Innere Stadt;Schank zum Reichsapfel;restaurant;;heuriger;PH off;;;
338470667;node;Innere Stadt;Bahur Tov;restaurant;;israeli;Mo-Th 16:00-22:00;;;
338470672;node;Innere Stadt;Zimmer 37;restaurant;;5-Elemente;Tu-Th 10:30-18:00;;;
338470676;node;Innere Stadt;6er Haus;pub;;;Mo-Sa 09:00-23:00;;;
338470684;node;Innere Stadt;Café Einfahrt;cafe;;;Mo-Fr 10:00-25:00;;;
338470686;node;Innere Stadt;Fliegender Holländer;restaurant;;;Mo-Fr 12:00-24:00;;48.215232;16.3766403
338470689;node;Innere Stadt;Naschkätzchen;cafe;;;;;48.217096;16.3806455
338473232;node;Innere Stadt;Brendl;pub;;;Su-Th 17:00-01:00, Fr,Sa 17:00-02:00;;48.2160352;16.3784001
339908188;node;Innere Stadt;Opern Schnitzel;fast_food;;kebab;;;;
339910920;node;Innere Stadt;Café Landtmann;cafe;;coffee_shop;;;;
340069340;node;Innere Stadt;Quick Yammy;restaurant;;asian;Su-Fr 11:00-20:30, Sa off;;48.1989782;16.3680702
343320228;node;Innere Stadt;Ma Creperie;restaurant;;french;Mo-Fr 17:00-23:30;;;
343347085;node;Innere Stadt;Der Wiener Deewan;restaurant;;indian;;;;
344666078;node;Innere Stadt;Kurkonditorei Oberlaa;cafe;;cake;;;;
345289488;node;Innere Stadt;Eleyx;bar;;;;https://www.eleyx.com/;48.2127239;16.3702618
345298530;node;Innere Stadt;Castelletto;cafe;;italian;Mo-Sa 07:00-24:00;;;
351628384;node;Innere Stadt;phil;cafe;;;Mo 15:00-23:00;;;
356746043;node;Innere Stadt;Dick Mack's;pub;;;Mo-Su 20:00-04:00;;48.2124198;16.3734523
359238262;node;Innere Stadt;Aera;restaurant;;regional;Mo-Sa 10:00-01:00;;;
359238264;node;Innere Stadt;Le Wei;restaurant;;asian;Mo-Fr 11:30-14:30, 18:00-22:00;;;
365859732;node;Innere Stadt;Gasthaus Reinthaler;restaurant;;regional;;;48.2055529;16.3689909
365865111;node;Innere Stadt;Cafe-Restaurant Ronacher;restaurant;;regional;Mo-Fr 11:30-15:00;https://www.caferonacher.com/;48.2055994;16.3750866
365865114;node;Innere Stadt;Momoya Fusion;restaurant;;asian;Mo-Su,PH 11:00-23:00;https://momoyafusion.at/;48.2054661;16.374915
367390337;node;Innere Stadt;Buxbaum Restaurant;restaurant;;regional;Mo-Sa 10:00-23:00;;48.2098925;16.3764341
367850770;node;Innere Stadt;Frühstücksraum von Hotel Post;cafe;;breakfast;Mo-Su 06:30-11:30;;48.2101521;16.3780993
370931029;node;Innere Stadt;Johnny's Pub;pub;;;Su,Mo 17:00-02:00, Tu-Sa 17:00-04:00;https://johnnys-pub.at/;48.1970101;16.3653882
370931244;node;Innere Stadt;Molly Darcy's;pub;;;Mo-Th 11:00-02:00;;;
373550671;node;Innere Stadt;Cafe Drechsler;cafe;;austrian;Mo-Fr 08:00-16:00;;;
374572860;node;Innere Stadt;Le Bistrot;restaurant;;french;Mo-Fr 09:00-15:00;;;
385285783;node;Innere Stadt;Ruby Lissi;bar;;;;;48.2109469;16.3785463
394053172;node;Innere Stadt;Cafe Mozart;cafe;;;Mo-Su 08:00-00:00;https://www.cafe-mozart.at/;48.2042359;16.3694106
394941622;node;Innere Stadt;Caffè Delia's;cafe;;;Mo-Sa 08:00-24:00, Su 10:00-24:00;;48.2100861;16.3704114
394941625;node;Innere Stadt;Kurkonditorei Oberlaa;cafe;;;Mo-Su 08:00-20:00;https://oberlaa-wien.at/standorte/standort-neuer-markt/;48.2067216;16.3707002
394941626;node;Innere Stadt;Le Bol;restaurant;;french;Mo-Sa 08:00-18:00+;;;
406361098;node;Innere Stadt;Bếp Việt;restaurant;;vietnamese;Mo-Fr,Su,PH 10:30-22:30;;48.1962325;16.3677282
409168057;node;Innere Stadt;Mani im Vierten;cafe;;;Mo-We 08:00-24:00, Th,Fr 08:00-02:00, Sa 09:00-02:00, Su 09:00-24:00;https://www.mani.wien/;48.1967604;16.3656897
409188537;node;Innere Stadt;Ra'Mien;restaurant;;asian;Tu-Su 11:00-24:00;https://www.ramien.at/;48.2001867;16.3615001
409188538;node;Innere Stadt;Weimarck;cafe;;regional;Mo-Sa 11:30-24:00;;48.198445;16.3639735
409188539;node;Innere Stadt;Café Anzengruber;restaurant;;regional;Tu-Sa 16:00-01:00;https://anzengruber.cafe;48.1977814;16.3644998
411757173;node;Innere Stadt;Beim Czaak;restaurant;;;Mo-Sa 17:00-22:00;;48.2098322;16.3787632
412345248;node;Innere Stadt;Ostmeer;restaurant;;chinese;Tu-Fr 11:30-14:30, Sa,Su 12:00-22:00, Tu-Fr 17:00-22:00;;;
412345268;node;Innere Stadt;Schwarzberg;bar;;;Mo-Sa 16:00-02:00;;;
412862778;node;Innere Stadt;Jonathan und Sieglinde;restaurant;;;Mo,Tu 09:00-15:00;;;
413128344;node;Innere Stadt;Gasthaus Stopfer;restaurant;;austrian;Mo-Fr 11:00-23:00;;;
415889061;node;Innere Stadt;Mei Wei;restaurant;;asian;;;;
415889385;node;Innere Stadt;Kostas;restaurant;;greek;Tu-Sa 11:30-22:30;;48.2013436;16.3678268
418134093;node;Innere Stadt;Griechenbeisl;restaurant;;regional;Mo-Su 12:00-23:00;https://www.griechenbeisl.at/;48.2107463;16.3772648
418164969;node;Innere Stadt;McDonald's;fast_food;;burger;Mo-Th 07:00-01:00, Fr,Sa 07:00-05:00, Su,PH 08:00-01:00;;48.2011836;16.3740532
418164970;node;Innere Stadt;Falco's Vienna;restaurant;;;Mo-Th 08:30-24:00;;;
419240555;node;Innere Stadt;Kaffee Alt Wien;cafe;;regional;Mo-Su, PH 09:00-02:00, Dec 24 off;https://www.kaffeealtwien.at/;48.2091716;16.3761236
423005412;node;Innere Stadt;Gugg;cafe;;toasts;Tu,We,Fr 19:00-24:00, Th 17:30-22:00;https://www.hosiwien.at/gugg/;48.1962274;16.3617915
423005424;node;Innere Stadt;Ubl;restaurant;;regional;;;48.1964398;16.3624168
423005429;node;Innere Stadt;Schlawiener;restaurant;;austrian;Tu-Sa 17:00-23:00+;https://www.schlawiener.wtf/;48.1964916;16.3621238
425448602;node;Innere Stadt;Crêpe & Waffles paradise;cafe;;;Mo-Su 12:00-19:00;;48.2033727;16.363197
437164262;node;Innere Stadt;GO!Wien;restaurant;;;Mo-Su 11:30-23:15;https://www.hackl-gastro.at/gowien/;48.2113888;16.3745687
437164275;node;Innere Stadt;En Wok;restaurant;;asian;Mo-Sa 11:00-21:00;https://www.enwok.at/;48.2103608;16.3776797
440396315;node;Innere Stadt;Cafe Diglas im Schottenstift;cafe;;;Mo-Fr 08:30-22:00;;;
443503611;node;Innere Stadt;Zattl;restaurant;;austrian;11:00+;https://www.zattl.at/;48.2123301;16.3641447
443503613;node;Innere Stadt;Fat Monk;restaurant;;;Mo-Fr 11:00-20:00;;;
443503615;node;Innere Stadt;Zum Leupold / Kupferdachl;restaurant;;regional;;https://www.leupold.at/;48.2129632;16.3630307
444247110;node;Innere Stadt;Badeschiff Wien;pub;;;Mo-Su 08:00-01:00;https://www.badeschiff.at;48.2117842;16.3816056
470324872;node;Innere Stadt;Da Capo;restaurant;;italian;Mo-Su 11:30-21:30;https://www.dacapo.co.at/;48.2078282;16.3763432
471037178;node;Innere Stadt;Pfudl;restaurant;;local;10:00-24:00;;48.2082376;16.3782763
471045128;node;Innere Stadt;Café Engländer;cafe;;;Mo-Sa 08:00-01:00;;;
478814056;node;Innere Stadt;Bristol Restaurant;restaurant;;regional;;;48.2028735;16.370326
478814058;node;Innere Stadt;Ristorante San Carlo;restaurant;;italian;;https://www.san-carlo.at/;48.2029897;16.3707734
478814062;node;Innere Stadt;Bodega El Gusto;restaurant;;spanish;;;48.2028356;16.3714695
478814073;node;Innere Stadt;Ko:on;fast_food;;korean;;;48.203309;16.37113
478887917;node;Innere Stadt;L'Osteria del Collio;restaurant;;italian_pizza;;;;
478887930;node;Innere Stadt;Frauenhuber;cafe;;;Mo-Sa 08:00-21:00;;;
478928080;node;Innere Stadt;Miznon;restaurant;;jewish;;;;
497126272;node;Innere Stadt;Indien Village;restaurant;;indian;Mo-Sa 11:30-14:30, 18:00-23:00;;48.2135155;16.3658763
499643069;node;Innere Stadt;Retsina;restaurant;;greek;10:30-23:30;https://www.retsina.at/;48.2131822;16.3734053
524673105;node;Innere Stadt;Saigon;restaurant;;vietnamese;Mo-Su 11:30-23:00;;48.2006764;16.3645829
526684626;node;Innere Stadt;Schwarzenberg;cafe;;;Mo-Fr 07:30-24:00;;;
526684628;node;Innere Stadt;1516 Brewing Company;restaurant;;international;;;;
526701250;node;Innere Stadt;In-Dish;restaurant;;indian;Mo-Fr 11:00-14:30,17:00-22:00;;;
530867127;node;Innere Stadt;Kleines Cafe;cafe;;;Mo-Su 10:00-02:00;;48.2065835;16.3743582
540677157;node;Innere Stadt;Vapiano;restaurant;;italian;Mo-We 11:00-22:30;;;
549357083;node;Innere Stadt;Der Mann;restaurant;;;;;48.2098939;16.3685078
549357084;node;Innere Stadt;Aida;cafe;;coffee_shop;Mo-Su 08:00-20:00;https://aida.at/;48.2099319;16.3684339
549357085;node;Innere Stadt;Zum Schwarzen Kameel;restaurant;;;Tu-Sa 12:00-14:30,17:30-24:00;https://www.kameel.at/;48.2099948;16.3683168
557985692;node;Innere Stadt;Suk Sushi;restaurant;;japanese;;;;
561058334;node;Innere Stadt;Marriotti;bar;;;;;48.2030565;16.3818754
563271467;node;Innere Stadt;Vienna Schick Bar;pub;;;Tu-Sa 19:30-02:00;;48.1969042;16.3641963
563271468;node;Innere Stadt;Beograd;restaurant;;;Tu-Sa 10:00-24:00, Su 11:00-18:00;;48.1971297;16.3638285
563271473;node;Innere Stadt;Lisboa Lounge;restaurant;;portuguese;Mo-Sa 12:00-15:00,17:00-23:00;;;
563271476;node;Innere Stadt;Nineofive;restaurant;;pizza;Mo,Th 17:00-23:00;;;
564153820;node;Innere Stadt;Akakiko;restaurant;;japanese;Mo-Su,PH 10:30-23:00;https://akakiko.at/lokale/heidenschuss;48.2110519;16.3665573
566660659;node;Innere Stadt;Stadtcafé;cafe;;;Mo-Sa 08:00-24:00, Su,PH 09:00-22:00;https://www.stadtcafe-wien.at/;48.2111943;16.3658272
566660717;node;Innere Stadt;Wrenkh;restaurant;;regional;Mo-Fr 11:00-23:00;;;
566660740;node;Innere Stadt;Funky Monkey;bar;;;Th 20:00-02:00;;;
566660742;node;Innere Stadt;Eleyx;restaurant;;;;https://www.eleyx.com/;48.2127386;16.3701731
566660785;node;Innere Stadt;Gimme Five;bar;;;;;48.2123001;16.3732201
567053680;node;Innere Stadt;Restoration il Cavadduccio;restaurant;;;;;48.2072337;16.3706407
567053686;node;Innere Stadt;lil'Italy;restaurant;;italian;;https://www.lilitaly.at/;48.2071046;16.3714674
567059350;node;Innere Stadt;Reinthaler's Beisl;restaurant;;regional;Mo-Su 11:00-23:00;https://www.reinthalersbeisl.com/;48.2080266;16.3699768
567066325;node;Innere Stadt;Crossfield's;pub;;burger;Mo-Th 10:00-01:00;;;
567066360;node;Innere Stadt;Café Bräunerhof;cafe;;regional;Mo-Fr 08:00-19:00;;;
567070930;node;Innere Stadt;Le Bol;restaurant;;french;;https://lebol.at/;48.2105159;16.3670544
567070957;node;Innere Stadt;Restaurant Bierhof;restaurant;;regional;;;48.2101821;16.3673641
567077591;node;Innere Stadt;Gustl Bauer;restaurant;;regional;closed;http://www.gustlbauer.at/;48.2114625;16.3689162
567084187;node;Innere Stadt;Neue Hoheit Brasserie;restaurant;;;Mo-Su 07:00-11:00,12:00-22:30;https://www.rosewoodhotels.com/en/vienna/dining/neue-hoheit-brasserie;48.2098213;16.3694045
567084249;node;Innere Stadt;Kolar;restaurant;;pita;Mo-Th 11:00-24:00, Fr,Sa 11:00-01:00, Su,PH 13:00-24:00;https://kolar-beisl.at/;48.210611;16.369954
567092894;node;Innere Stadt;Schachtelwirt;fast_food;;;Mo-Sa 11:30-21:00;;;
567096858;node;Innere Stadt;Salzbar;pub;;;Th 18:00-01:00;;;
567096861;node;Innere Stadt;Salzamt;restaurant;;;Mo-Su 17:00-01:00;https://salzamt-wien.at/;48.2120808;16.3740647
567097850;node;Innere Stadt;Enrico Panigl nfg.;pub;;;;https://www.enrico-panigl.at/;48.2093633;16.3781622
567097871;node;Innere Stadt;Ristorante Rossini;restaurant;;italian;;;48.2093644;16.3783241
567104171;node;Innere Stadt;Chamäleon;restaurant;;swiss;Tu-Sa 11:00-22:00;;;
567332964;node;Innere Stadt;Steak Point;restaurant;;steak_house;Mo-Su 12:00-23:00;https://www.steakpoint.at/;48.2034196;16.372125
568843965;node;Innere Stadt;Würstelbox;fast_food;;sausage;;;48.20232;16.3791423
571786498;node;Innere Stadt;Heindls Schmarren & Palatschinkenkuchl;restaurant;;pancake;10:00-24:00;https://www.palatschinkenkuchl.wien/;48.2102734;16.3759994
581027412;node;Innere Stadt;Artner;restaurant;;fine_dining;;https://www.artner.co.at/;48.2062943;16.3740748
601411122;node;Innere Stadt;Happy Noodles;fast_food;;asian;;;48.2115292;16.3778106
601411472;node;Innere Stadt;Zapfmeisterei Bermuda Bräu;restaurant;;regional;Mo-Th 15:00-24:00;;;
601411477;node;Innere Stadt;Krah, Krah;restaurant;;;Mo-Su 11:00-02:00;http://www.krah-krah.at;48.2117486;16.3754175
601412758;node;Innere Stadt;Nordsee;fast_food;;seafood;Mo-Su,PH 09:00-23:00;;48.2097893;16.3738862
601412786;node;Innere Stadt;Starbucks;cafe;;coffee_shop;Su-We 07:00-21:30;;;
618283970;node;Innere Stadt;Salon Wichtig;fast_food;;asian;Mo-Fr 11:30-15:00;http://salonwichtig.com/;48.1967438;16.3694761
618284053;node;Innere Stadt;Alt-Wiener Gasthaus Buchecker und Sohn;restaurant;;regional;Mo-Sa 12:00-22:30;https://www.gasthaus-bucheckerundsohn.at/;48.1970001;16.3711774
618284057;node;Innere Stadt;Café dein Alter Ego;restaurant;;;;;48.1974037;16.3699196
619522966;node;Innere Stadt;Aida;cafe;;coffee_shop;Mo-Su 08:00-20:00;https://aida.at/;48.2151423;16.3615646
637647125;node;Innere Stadt;Kojiro 2;restaurant;;japanese;Mo-Sa 11:30-21:00;;48.1977336;16.3651343
637647128;node;Innere Stadt;Kojiro 1;restaurant;;japanese;;;;
637819745;node;Innere Stadt;Chili Melody;restaurant;;chinese;Mo-Tu,Th-Fr 11:30-15:00,17:30-22:30;;;
637820915;node;Innere Stadt;Tofu und Chili;restaurant;;asian;Mo-Sa 11:30-22:00;;48.1987708;16.3630735
653112532;node;Innere Stadt;Anker;cafe;;;Mo-Fr 05:00-19:00;;;
668640708;node;Innere Stadt;Aida;cafe;;coffee_shop;;;;
679758039;node;Innere Stadt;Würstlstandl;fast_food;;sausage;;;48.2134073;16.3632757
687758947;node;Innere Stadt;Bodega Marques;restaurant;;spanish_tapas;Mo-Sa 17:00-01:00;;;
696546391;node;Innere Stadt;Vollpension Generationencafé;cafe;;cake;;;;
696546392;node;Innere Stadt;Z'som;restaurant;;;We-Su 18:00-23:00;https://zsom-restaurant.at/;48.1975365;16.3719924
817436691;node;Innere Stadt;Neni;restaurant;;israeli;Mo-Sa 08:00-23:00;https://www.neni.at/;48.197899;16.362127
839356635;node;Innere Stadt;La Scala;restaurant;;italian;Mo-Sa 11:00-23:00;http://lascala.at;48.2027203;16.3638971
839473189;node;Innere Stadt;Cafe Diglas Wollzeile;cafe;;;Mo-Fr 08:00-22:30;;;
844543582;node;Innere Stadt;Blue Orange;cafe;;;Mo-Fr 07:30-18:00;;;
844544378;node;Innere Stadt;Rohrböck Gastwirtschaft;restaurant;;regional;Mo-Th 16:15-23:00;https://www.gastwirtschaftrohrboeck.com;48.1978087;16.3670596
844547954;node;Innere Stadt;Dea Food;fast_food;;kebab;;;48.2167089;16.3714745
844548236;node;Innere Stadt;Dea Food;fast_food;;pizza;;;48.2168347;16.3713406
854902860;node;Innere Stadt;Pizzeria Grado;restaurant;;pizza;Tu-Su 10:30-22:00;https://www.pizzeria-grado.at/;48.2021036;16.3826363
870980192;node;Innere Stadt;Fledermaus;bar;;;Tu off;https://www.fledermaus.at/;48.2078615;16.3703219
892215628;node;Innere Stadt;Burger King;fast_food;;burger;Fr,Sa 10:00-24:00, Su-Th 10:00-23:00;;48.2045392;16.3714657
893028434;node;Innere Stadt;das Hegel;cafe;;regional;Th-Su 17:00-23:00;https://www.dashegel.at/;48.2035189;16.3758028
894087114;node;Innere Stadt;Sesch Besch;restaurant;;oriental;Su-Th 10:00-24:00;;;
894087120;node;Innere Stadt;Kotor;cafe;;;;;48.2032311;16.3759528
894087141;node;Innere Stadt;Sino 1;fast_food;;asian;Mo-Fr 11:30-16:30;;48.2031258;16.3732158
901058081;node;Innere Stadt;Huth Gastwirtschaft;restaurant;;regional;Mo-Su 12:00-24:00;https://www.huth-gastwirtschaft.at/;48.2043469;16.3753527
901058136;node;Innere Stadt;Paul und Anna;restaurant;;breakfast;;;;
901058189;node;Innere Stadt;Der Bettelstudent;restaurant;;regional;Mo-Tu 11:00-24:00;;;
901058218;node;Innere Stadt;Bettel Student;bar;;;Mo-Th 11:00-12:00, Fr,Sa 11:00-02:00, Su 11:00-12:00;https://www.bettel-alm.at/;48.2041025;16.3744638
901058229;node;Innere Stadt;da Moritz Huth;restaurant;;italian;Mo-Su 12:00-24:00;https://www.damoritz.at/;48.2045912;16.3753227
901058296;node;Innere Stadt;Grappino;restaurant;;italian;;https://ristorantegrappino.eatbu.com/;48.2034205;16.3734306
901058327;node;Innere Stadt;Mnozil's Gastwirtschaft zum Kellergwölb;restaurant;;regional;;https://www.kellergwoelb.com/;48.2046259;16.3744617
902496915;node;Innere Stadt;Mama Kraft;pub;;;Su-We 12:00-23:00;;;
902496928;node;Innere Stadt;Roo Bar;pub;;pizza;;;;
902496930;node;Innere Stadt;Mama & der Bulle;restaurant;;steak_house;Mo-Su 12:00-24:00;https://www.mamaundderbulle.at/;48.204493;16.3755519
902496931;node;Innere Stadt;Tian Restaurant;restaurant;;;Tu-Sa,PH 12:00-24:00;;;
902496940;node;Innere Stadt;Cafe-Confiserie Ronacher;cafe;;regional;Tu,We 14:00-19:00;;;
902496942;node;Innere Stadt;Chuan;restaurant;;chinese;Mo-Su 12:00-23:00;https://www.chuan.at/;48.2045732;16.3758891
904303308;node;Innere Stadt;Joyce;restaurant;;;Mo-Fr 11:30-22:00;;;
912021095;node;Innere Stadt;Essdur;restaurant;;;;https://essdur.at/;48.200581;16.3780461
913963125;node;Innere Stadt;Herlitschka;restaurant;;regional;Su-Th 12:00-23:00;;;
913963143;node;Innere Stadt;Gmoakeller;restaurant;;regional;Mo-Sa 11:00-00:00;https://www.gmoakeller.at/;48.2004567;16.3786778
914811860;node;Innere Stadt;Pizza - Kebap;fast_food;;pizza;;;;
920427496;node;Innere Stadt;Daniel Moser;cafe;;;;;48.2105441;16.3749331
923938958;node;Innere Stadt;Santa Lucia;restaurant;;italian;Mo-Fr 10:30-14:30,17:30-22:00;;;
923938959;node;Innere Stadt;Arco;restaurant;;;Mo-Fr 11:30-15:30;https://www.arco-wien.at/;48.1996669;16.3796178
923938963;node;Innere Stadt;Hühnermann;fast_food;;chicken;Mo-Fr 08:00-17:00;;48.1989041;16.379907
923938964;node;Innere Stadt;Café am Heumarkt;cafe;;;Mo-Fr 10:00-23:00;;;
947077611;node;Innere Stadt;HAN am Stadtpark;restaurant;;korean;Tu-Fr 17:00-22:00;;;
947077620;node;Innere Stadt;To Ellinikon;restaurant;;greek;Mo-Fr 11:00-15:00,17:00-23:00;;;
948462273;node;Innere Stadt;Goldy's;fast_food;;;;;48.2037181;16.3718969
948462336;node;Innere Stadt;Conditorei Sluka;cafe;;;Mo-Th 08:00-20:00;;;
948462380;node;Innere Stadt;Asiam;restaurant;;asian;Mo-Fr 11:00-15:00;;48.2039289;16.3711091
948462441;node;Innere Stadt;Al Caminetto;restaurant;;italian_pizza;;;;
948462468;node;Innere Stadt;Chen's Ramen;restaurant;;chinese;We-Mo 11:30-21:30;https://chens.eatbu.com/;48.2039946;16.3714311
948462504;node;Innere Stadt;Café am Dom;restaurant;;;;;48.2086271;16.3719733
948462526;node;Innere Stadt;Vilveta Bar;bar;;;;;48.2038184;16.3715246
948462584;node;Innere Stadt;Takumi Ramen;restaurant;;ramen;Mo-Su 12:00-21:30;https://www.takumiramennoodles.com;48.2040713;16.3712194
948462588;node;Innere Stadt;Smoothie & Juice Bar;fast_food;;juice;Mo-Fr 08:00-19:00;;;
948605663;node;Innere Stadt;Nordsee;fast_food;;seafood;Mo-Su 08:30-23:30;;48.2060137;16.3715673
948703166;node;Innere Stadt;Gasthaus Pöschl;restaurant;;austrian;Mo-Sa 12:00-23:00;https://gasthauspoeschl.com;48.2066571;16.3738582
948703255;node;Innere Stadt;Restaurant zum weißen Rauchfangkehrer;restaurant;;regional;;https://www.weisser-rauchfangkehrer.at/;48.2068834;16.3728105
956080252;node;Innere Stadt;Uno-Duo-Tre;restaurant;;italian;Mo-Th 08:00-22:00, Fr-Su 08:00-23:00;https://unoduetre.at/;48.2031626;16.3820172
956080337;node;Innere Stadt;Asia Bistro;restaurant;;asian;Mo-Fr 11:00-14:30, Tu,Th 18:00-20:00;;48.2002117;16.3811061
956080380;node;Innere Stadt;Cafe Bar Old Splendor;pub;;;Mo-Fr 11:00-23:00;https://www.cafe-oldsplendor.at/;48.2020985;16.3831443
956159131;node;Innere Stadt;New York Bar;bar;;;;http://www.newyork-bar.at/;48.2043363;16.3717832
956159141;node;Innere Stadt;Mama's Ramen;restaurant;;chinese;;;48.2062034;16.3735609
956159161;node;Innere Stadt;Trattoria La No;restaurant;;italian;Tu-Sa 11:30-14:30,18:00-22:00;;;
956159179;node;Innere Stadt;Natürlich Wrenkh;restaurant;;;Mo-Fr 11:00-17:00;;48.2059777;16.372311
956159191;node;Innere Stadt;Wienerwald;restaurant;;regional;11:00-22:00;;48.2046047;16.3712022
956159203;node;Innere Stadt;Morris;restaurant;;local;;;48.2042886;16.3722884
956159205;node;Innere Stadt;Stadtheuriger Gigerl;restaurant;;local;Mo-Th 15:30-24:00;;;
956159223;node;Innere Stadt;Ristorante Sole;restaurant;;italian;;https://www.ristorante-sole.at/;48.2042732;16.3719926
956159244;node;Innere Stadt;All Reis;restaurant;;thai;Mo-Su 11:00-22:00;https://www.allreis.com;48.2062086;16.3732363
956430037;node;Innere Stadt;Pisco Latinbar;bar;;;;;48.2059003;16.3759374
956430055;node;Innere Stadt;L. Heiner Hofzuckerbäcker;cafe;;;Mo-Sa 09:00-18:30;;;
956430057;node;Innere Stadt;Plachutta;restaurant;;local;Mo-Su 11:30-23:30;https://www.plachutta-wollzeile.at/;48.2075481;16.378755
956430067;node;Innere Stadt;Lord of S;restaurant;;oriental;Mo-Su 11:00-02:00;https://lordofs.com/;48.2058797;16.3783111
956430106;node;Innere Stadt;Ristorante Al Borgo;restaurant;;italian;Mo-Fr 11:30-15:00,18:00-24:00;;;
956430111;node;Innere Stadt;Il Bosso;cafe;;;Mo-Sa 12:00-22:00;;;
956430114;node;Innere Stadt;Cantinetta La Norma;restaurant;;italian;Mo-Su 11:00-00:00;https://www.lanorma.at;48.2068074;16.3745946
